ticket_text,category,priority
Help! Do you offer refunds for digital products? ASAP.,Refund,Low
"Hello, The shipping address was wrong and it's going to the wrong state. Stop the shipment!",Shipping,High
Urgent: The application crashes immediately upon opening. I cannot work at all. ASAP.,Technical Issue,High
Urgent: How do I become an affiliate partner? Thanks.,General Inquiry,Medium
Urgent: My billing address needs to be updated for the next cycle.,Billing,Medium
Help! There is an unauthorized charge on my bill. I need this resolved ASAP. Please help.,Billing,High
Urgent: How much is the expedited shipping fee? Waiting for your reply.,Shipping,Medium
Urgent: One of the features is not working as described in the manual. Please help.,Product Issue,Medium
Help! What is your refund policy?,Refund,Low
"Hi support, Do you offer discounts for non-profit organizations? Waiting for your reply.",General Inquiry,Medium
"Hello, What courier do you use for standard shipping? Waiting for your reply.",Shipping,Low
Urgent: My card is being declined even though it has sufficient funds. I need to buy this now. Waiting for your reply.,Payment,High
Help! How do I change my email address associated with this account? ASAP.,Account,Medium
Urgent: I cannot log in at all. I've tried resetting my password 5 times and it's not working. Waiting for your reply.,Account,High
The device stopped working completely after one day. It's totally defective. Waiting for your reply.,Product Issue,High
"Hello, Where can I read your blog? Please help.",General Inquiry,Low
Help! One of the features is not working as described in the manual.,Product Issue,Medium
"Hi support, How do I add a new credit card to my account? Please help.",Payment,Medium
"Hello, The instructions were a bit hard to understand. ASAP.",Product Issue,Low
When can I expect my refund to be processed?,Refund,Medium
Urgent: The entire system is down! None of my team can log in. This is critical! ASAP.,Technical Issue,High
"Hello, Minor UI glitch on the profile page. Waiting for your reply.",Technical Issue,Low
Urgent: What is your refund policy? Waiting for your reply.,Refund,Low
Urgent: I was promised a refund 3 weeks ago and still haven't received it. This is unacceptable! ASAP.,Refund,High
Help! My payment failed but the money was deducted from my bank! Fix this now! Thanks.,Payment,High
Urgent: Can I change my username? ASAP.,Account,Low
"Hello, The battery life on this device is much shorter than advertised. Please help.",Product Issue,Medium
"Hello, What courier do you use for standard shipping? ASAP.",Shipping,Low
What courier do you use for standard shipping?,Shipping,Low
"Hi support, My payment is pending. How long does it usually take to clear? Please help.",Payment,Medium
"Hi support, The instructions were a bit hard to understand.",Product Issue,Low
Help! Your system is violating GDPR and I need an urgent explanation. Waiting for your reply.,General Inquiry,High
"Hi support, Do you have a mobile app? Thanks.",General Inquiry,Low
Urgent: How do I update my profile picture? ASAP.,Account,Low
Help! I am a press member and need an immediate statement on the recent outage. Please help.,General Inquiry,High
"Hello, Is there a way to customize the color of the app interface? Thanks.",Product Issue,Low
"Hi support, My order is 2 weeks late and I need the items for an event tomorrow. Waiting for your reply.",Shipping,High
"Hello, The search function is not returning any results.",Technical Issue,Medium
"Hi support, How do I add a new credit card to my account? Please help.",Payment,Medium
Urgent: Do you offer discounts for non-profit organizations? Please help.,General Inquiry,Medium
Urgent: Can I change my username? Please help.,Account,Low
"Hi support, My card is being declined even though it has sufficient funds. I need to buy this now. ASAP.",Payment,High
The dashboard is loading very slowly today. Thanks.,Technical Issue,Medium
Help! Where can I find my account ID? Thanks.,Account,Low
Help! I need to speak to a manager immediately regarding a legal matter. Please help.,General Inquiry,High
"Hi support, Can I change the shipping address for my current order? ASAP.",Shipping,Medium
Help! What courier do you use for standard shipping? ASAP.,Shipping,Low
Urgent: I was charged twice for my subscription and my account is now overdrawn. Please fix this immediately! Please help.,Billing,High
Urgent: My order is 2 weeks late and I need the items for an event tomorrow. Thanks.,Shipping,High
Help! How do I add a new credit card to my account? ASAP.,Payment,Medium
Urgent: Can I change my username? ASAP.,Account,Low
"Hi support, One of the features is not working as described in the manual.",Product Issue,Medium
"Hi support, How do I update my profile picture? Waiting for your reply.",Account,Low
"Urgent: I returned the item last week, when will the refund hit my account? Thanks.",Refund,Medium
Help! Do you ship internationally? Waiting for your reply.,Shipping,Low
"Hello, Minor UI glitch on the profile page. Waiting for your reply.",Technical Issue,Low
"Hello, Just wondering when the next billing cycle starts. Please help.",Billing,Low
Help! I am a press member and need an immediate statement on the recent outage. ASAP.,General Inquiry,High
I cancelled my subscription within the 30-day window but was still charged. Refund now! ASAP.,Refund,High
"Hi support, The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Waiting for your reply.",Product Issue,High
"Hello, Can I pay via PayPal instead of credit card? Please help.",Payment,Medium
The shipping address was wrong and it's going to the wrong state. Stop the shipment! ASAP.,Shipping,High
Help! Can I change the shipping address for my current order? Waiting for your reply.,Shipping,Medium
"Hi support, Just checking the status of my refund request.",Refund,Low
The entire system is down! None of my team can log in. This is critical! Waiting for your reply.,Technical Issue,High
Urgent: I can't export my reports to PDF. It just hangs. Waiting for your reply.,Technical Issue,Medium
Help! I can't export my reports to PDF. It just hangs.,Technical Issue,Medium
How do I change my email address associated with this account? ASAP.,Account,Medium
"Hi support, Can I change my username? Thanks.",Account,Low
Urgent: I want to delete my account. Please guide me through the process. ASAP.,Account,Medium
Urgent: The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Thanks.,Product Issue,High
"Hi support, I cancelled my subscription within the 30-day window but was still charged. Refund now!",Refund,High
"Hi support, The color of the product I received doesn't match the website. Thanks.",Product Issue,Medium
Urgent: My account has been hacked! Someone changed my password and email. Lock it immediately! Please help.,Account,High
My payment is pending. How long does it usually take to clear? Please help.,Payment,Medium
"Hello, When will my order be shipped? Thanks.",Shipping,Low
"Hi support, How much is the expedited shipping fee?",Shipping,Medium
